location,latitude,longitude,address
Indiranagar HAL 2nd Stage,12.9702598,77.6451261,"State Bank of India, 12th Main Road, HAL 2nd Stage, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India"
Bendiganahalli,12.8125911,77.7377299,"Bendiganahalli, Guddahatti, Anekal, Bengaluru Urban, Karnataka, India"
Hosakerehalli Layout,12.934592,77.5423407,"Hosakerehalli Layout, Girinagar, Swamy Vivekananda Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560085, India"
Hennagara,12.7906876,77.6741161,"Hennagara, Anekal, Bengaluru Urban, Karnataka, India"
Ferrar Nagar,13.1164358,77.5642942,"Ferrar Nagar, Raja Kempegowda Ward, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
M.G Road,12.9725665,77.6196358,"Mahatma Gandhi Road, Agaram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India"
Naganathapura,12.8755868,77.6673054,"Naganathapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Basavanagara,12.900973,77.4671249,"Basavanagara, Bengaluru-Mysuru Expressway, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India"
Kaverappa Layout,12.9367661,77.7008465,"Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India"
sapthagiri Layout,12.921981,77.5358552,"Sapthagiri Layout, Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560085, India"
BEML Layout,12.9611099,77.7164738,"BEML Layout, Kundalahalli Main Road, AECS Layout B Block, Brookefield, Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Alur,12.9606086,77.5713478,"Aluri Venkata Rao Road, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India"
Devarabisanahalli,12.9234847,77.6869662,"Deverabisanahalli Lake, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Sidedahalli,13.0625424,77.4953754,"Sidedahalli, Kuduregere Main Road, MEI Layout, Bagalagunte, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India"
Dwarka Nagar,13.0880852,77.4949031,"Dwarka Nagar, Hesaraghatta Road, Achyutha Nagara, Soladevanahalli, Bangalore North, Bengaluru Urban, Karnataka, 560107, India"
Kattigenahalli,13.1177735,77.6261222,"Kattigenahalli, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Raghavendra Nagar,12.8918543,77.5777361,"Sri Guru Raghavendra Nagar, RBI Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India"
KR Layout,12.9549835,77.6532944,"State Bank of India, 4th Cross Road, Manjunath Nagar, Murugeshpalaya, Konena Agrahara, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Kempapura,13.0478903,77.6096313,"Kempapura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560024, India"
BTM 1st Stage,12.9194108,77.609966,"BTM Park, BTM Layout 1st Stage, New Tavarekere, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Kariyammana Agrahara,12.9371495,77.6873031,"Kariyammana Agrahara, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India"
Hessarghatta,13.0484259,77.5076232,"More Supermarket Hessarghatta, Hesaraghatta Main Road, Manjunatha Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India"
Binnamangala,12.9839881,77.6416769,"Binnamangala, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India"
Suraksha Nagar,12.9749426,77.6063997,"IndiQube Crystal, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Basava Nagar,12.9854757,77.5887667,"Basava Bhavan, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Canara Bank Layout,13.068572,77.5783554,"Canara Bank Layout, Thindlu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India"
Manjunath Nagar,12.9536329,77.6543602,"Manjunath Nagar, Murugeshpalaya, Konena Agrahara, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Basapura,12.8686664,77.6441741,"Basapura Lake, Chikkathoguru, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Singena Agrahara,12.8400642,77.7126767,"Singena Agrahara, Anekal, Bengaluru Urban, Karnataka, 560099, India"
Sector 1 HSR Layout,12.9118559,77.6516888,"State Bank of India, 17th Cross Road, Parangipalya, Sector 1, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India"
Kacharakanahalli,13.0222071,77.6319093,"Kacharakanahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Sai Gardens,12.9467591,77.6760671,"Sai Gardens Yemlur, Yemaluru, Yamalur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Dodda Kempaiah Layout,13.0362652,77.6710325,"Dodda Kempaiah Layout Road, Horamavu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India"
Hanumanth Nagar,12.9473478,77.5634776,"Hanumanth Nagar Park, Kempambudhi Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Hunasamaranahalli,13.1398615,77.6230512,"Hunasamaranahalli, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Bileshivale,13.0543306,77.6710224,"Bileshivale, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India"
Williams Town,12.9991567,77.6067556,"Williams Town, Benson Town, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India"
Iggalur,12.781144,77.7014486,"Iggalur Industrial Area, Iggaluru, Anekal, Bengaluru Urban, Karnataka, India"
Chokkanahalli,13.0850788,77.6263539,"Chokkanahalli, Sampigehalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Chikkaballapur,13.0993764,77.388729,"Nelamangala - Chikkaballapur Highway, Nelamangala, Nelamangala taluk, Bengaluru North, Karnataka, 562123, India"
Classic Paradise Layout,12.8718404,77.6442373,"Vandhana Classic, Manipal County Road, Wellington Paradise Layout, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India"
Byappanahalli,12.9896869,77.6541742,"Byappanahalli, Swamy Vivekananda Road, Rahat Bagh, C V Raman Nagar, Nagavarapalya, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560093, India"
Vasanth nagar,12.9921738,77.591459,"Vasanth Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560052, India"
Siddapura,12.9464207,77.5920877,"Siddapura, Venkat Reddy Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India"
Vibuthipura,12.9679839,77.6782243,"Vibuthipura Lake Park, Vignananagara, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Defence Layout,13.0598706,77.5851779,"Defence Layout, Kodigehalli, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560092, India"
Roopena Agrahara,12.91064,77.6238263,"Roopena Agrahara, Bommanahalli, Kodi Chikkanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India"
Coconut Garden,12.9610387,77.5190523,"Coconut Garden Layout, Nagarbhavi, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560072, India"
Gollahalli,12.821532,77.5852714,"Gollahalli, Anekal, Bengaluru Urban, Karnataka, India"
D Souza Layout,12.9696296,77.5968003,"D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
"ECC Road, Whitefield,",12.9811905,77.7433061,"Ecumenical Christian Center Road, Prithvi Layout, Pattanduru Agrahara, S.M Krishna Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Seetharampalya,12.9813697,77.7086129,"Seetharampalya, Kundalahalli Main Road, Channama Layout, EPIP Zone, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India"
Puttanahalli,13.1119851,77.5770582,"Puttenahalli Lake, Doddabettahalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
"Sarjapur Road,",12.9243414,77.6448784,"Sarjapur Road, Sector 5, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India"
Byadarahalli,12.9779094,77.484086,"Byadarahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
"Varthur Road,",12.9561094,77.7295768,"Varthur Road, Thubarahalli, Kundalahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Chikka Banaswadi,13.0057413,77.6508239,"Chikka Banaswadi Road, Doctors Layout, Kasturi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India"
Outer Ring Road East,12.9792116,77.6952364,"IDBI Bank, Outer Ring Road, Ferns Habitat, Doddanekundi, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India"
Vinayaka Nagar,12.9872184,77.5230958,"Vinayaka Nagar, Vrishabhavathi Nagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India"
GB Palya,13.0226152,77.7057327,"TC Palya, Bhattarahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
AMS Layout,13.0877316,77.5585759,"AMS Layout, Attur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India"
9th Block Jayanagar,12.9254648,77.5775504,"Jayanagar 7th Block, Devagiri Temple Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Ashwathnagar,13.0259402,77.5795403,"2nd Cross,Ashwathnagar 1st Main Road, Ashwath Nagar, Sadashivanagar, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560006, India"
AGS Layout,12.9127651,77.5340498,"AGS Layout, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
Srinagar,12.9484488,77.5514971,"Srinagar, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Brigade Road,12.9673497,77.6064374,"Brigade Road, Arab Lines, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India"
Belathur,12.9989822,77.7408733,"Belathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Maruthi HBCS Layout,12.9977407,77.5418368,"Maruthi House Building Co-operative Society Layout, Basaveshwara Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India"
Srirampura,12.9965408,77.5633115,"Srirampura, Mahakavi Kuvempu Road, Maruthi Extension, Kuvempu Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India"
Devanahalli Road,13.2008264,77.7023538,"Air India SATS, Cargo Road, Anneshvara, Devanahalli taluku, Bengaluru North, Karnataka, 560300, India"
Ejipura,12.945245,77.6274776,"Ejipura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India"
Green Woods Layout,13.0584954,77.6263659,"NR Green Woods, Rachenahalli Main Road, Arkavathy Layout 11th Block, Thanisandra, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560045, India"
Craig Park Layout,12.9713834,77.6158386,"Craig Park Layout, Victoria Layout, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India"
Immadihalli,12.9663991,77.762046,"Immadihalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Banagiri Nagar,12.9228552,77.5586323,"Banagiri Nagar BBMP Park, Banashankari 2nd Stage, Ganesh Mandira Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Hiremath Layout,12.9754354,77.5358965,"Hiremath Hospital, Nagarabhavi Road, M C Layout, Dr. Vishnuvardhan Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India"
Chikkasandra,13.0963679,77.7047925,"Chikkasandra, Bangalore East, Bengaluru Urban, Karnataka, India"
Manjunatha Layout,13.0250058,77.7001393,"Manjunatha Layout, TC Palya, Bhattarahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India"
Konanakunte Cross,12.890447,77.5640809,"Konanakunte Cross, Konanakunte-Uttarahalli Road, Vasanthapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560111, India"
Banjara Layout,13.0383011,77.6652515,"Banjara Layout, Kalkere-Agara Main Road, Horamavu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India"
Abbaiah Reddy Layout,12.9792262,77.680936,"Abbaiah Reddy Layout, Vignananagar, Sangama Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India"
Lakshmi Layout,12.8913057,77.5878632,"Nayara Petrol Pump Lakshmi Layout, Arekere Mico Layout Main Road, Bank of Baroda Colony, Puttenahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India"
Tavarekere,12.9220045,77.6096347,"Tavarekere, BTM Layout 1st Stage, New Tavarekere, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India"
Thirumenahalli,13.0901794,77.6334125,"Thirumenahalli, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
KPC Layout,12.9041861,77.6778517,"KPC Layout, Haralur, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560035, India"
HOSUR MAIN ROAD,12.9419903,77.5973807,"Doctor M H Marigowda Road, Chinnayanapalya, Lakkasandra, Someshwara Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560029, India"
Nandi Durga Road,13.0044951,77.5948451,"Nandi Durga Road, Chinnappa Garden, JC Nagar, Ramaswamy Palya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India"
Kumara Park,12.9922298,77.5783472,"Kumara Park West Park, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Maruthi Nagar,12.9746062,77.6756305,"Maruthi Nagar, Malleshpalya, G.M Palya, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560093, India"
Marsur,12.7541941,77.7146318,"Marsur Lake, Marasuru, Avadadenahalli, Anekal, Bengaluru Urban, Karnataka, India"
Garden Layout,12.9559043,77.7148447,"Kundalahalli Main Road, GJM Sai Garden Layout, Kundalahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Doddanekundi,12.9713194,77.6964768,"Doddanekundi, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India"
Venkatadri Layout,12.9479007,77.6994103,"Venkatadri Plaza, Service Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India"
Andrahalli,13.0196883,77.4889451,"Andrahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Vittal Nagar,12.9012176,77.5550809,"Vittal Nagar, Uttarahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Bhuvaneshwari Nagar,12.9715261,77.5595225,"Bhuvaneshwari Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560023, India"
Victoria Layout,12.9656579,77.6142682,"Victoria Layout, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India"
Vijinapura,13.0039028,77.6736303,"Vijinapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
P&T Layout,13.0124489,77.6960226,"Sree Venkateshwara P U College, Vasavi Mahal Road, Shree Vinayaka Layout, KR Puram, T.C Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India"
Byrasandra,12.9295931,77.581181,"Byrasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Veerannapalya,13.0424788,77.613342,"Veerannapalya, Veerannapalya Flyover, Jogappa Layout, Kempapura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560045, India"
Chowdeshwari Layout,13.0613342,77.6420881,"Sree Chowdeshwari Chicken Centre, K. Narayanapura Main Road, LBS Nagar, K Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India"
Anantapura,13.1150894,77.5679972,"Anantapura, Doddabettahalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Belatur,12.9975859,77.7559053,"Mahaveer Kings Place Apartments, Belatur Colony, Belathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Lalbagh Road,12.9573479,77.5861786,"Lalbagh Road, Shanti Nagar, Hombegowda Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India"
Kamakya Layout,12.9239667,77.5492664,"Kamakya Layout, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560085, India"
Nallurhalli,12.9766408,77.7248845,"Nallurahalli, 2nd Road, Kundalahalli, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Chinnapanahalli,12.9661219,77.7071156,"Chinnapanahalli Lake Park, AECS Layout, Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Lingarajapuram,13.0093949,77.6267881,"Lingarajapuram, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560084, India"
Hongasandra,12.8986261,77.6286732,"Hongasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Harappanahalli,12.7764978,77.6326204,"K M Granites India Pvt Ltd, 98-G, Jigani, Bengaluru, Anekal, Bengaluru Urban, Karnataka, 560105, India"
Kanaka Nagar,13.0374105,77.6082063,"Kanaka Nagar, Vishwanath Nagenahalli, Vishwanatha Nagenahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India"
Tasker Town,12.9801622,77.605818,"Tasker Town, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
NR Colony,12.9617767,77.6567503,"NR Colony, Jeevan Bhima Nagar, Jeevan Bhimanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India"
Shettigere,13.1954297,77.649453,"Shettigere, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
BEL Road,13.0536026,77.550536,"BEL Road, BEL Colony, HMT Ward, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560013, India"
Doddabommasandra,13.0544347,77.559327,"Doddabommasandra, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Maruthi Layout,13.0870666,77.6199681,"Maruthi Layout, Sampigehalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Sree Narayana Nagar,12.8837645,77.5507558,"Sree Shakthi Filling Station (Indian Oil), 62, Kanakapura Road, Narayana Nagara, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Tunganagara,12.985503,77.485068,"Tunganagara Cross, Tunga Nagar Main Road, Tunga Nagar, Lingadeeranahalli, Herohalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India"
Chokkasandra,13.0405342,77.5112239,"Chokkasandra, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Panduranga Nagar,12.8930758,77.5961351,"Panduranga Nagar, Arekere, Doresanipalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India"
Jakkur Plantation,13.0834599,77.5980019,"Jakkur Plantation, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Sir M V Nagar,12.9312736,77.5704231,"Sir M Vishveshwaraya Road, Thyagaraja Nagar, Devagiri Temple Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560004, India"
Yemlur,12.9438959,77.6783535,"Yemlur Cemetery, Yemaluru, Yamalur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Race Course Road,12.9837413,77.5849198,"Race Course Road, Fair Field Layout, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Gkvk Layout,13.0827075,77.6034629,"GKVK Layout, Jakkur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
St. John's Road,12.9813748,77.6115433,"St. John's Road, Sivanchetti Gardens, K Kamaraj Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India"
Doopanahalli,12.9674584,77.6396382,"Doopanahalli, Domlur, Domluru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India"
Sathanur,13.0735244,77.6214579,"Sathanur Tennis Arena, 22nd Cross Road, Arkavathy Layout 4th Block, Dr. Shivaram Karanth Nagar, Jakkur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560077, India"
kanakapura road,12.875978,77.5441292,"Kanakapura Road, Vajrahalli, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Kaveri Nagar,13.0326126,77.6096168,"Kaveri Nagar, Shampura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India"
Nelamangala,13.1149134,77.3825603,"ABB India Limited, Sy No 88/3-88/6, Basavanahalli, Nelamangala, Nelamangala taluk, Bengaluru North, Karnataka, 562123, India"
Alfa Garden Layout,12.9684751,77.5981066,"Alfa Garden, 73/2, 2nd Cross Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Hoodi Layout,12.9937325,77.7171734,"State Bank of India, Hoodi Main Road, Hoody Garden, Hoodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India"
Upkar Layout,12.961396,77.4833965,"Upkar Residency Layout, Ullalu, Sir MV Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560056, India"
Sunkadakatte,12.9951556,77.5022163,"Sunkadakatte, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Someshwara Layout,12.9035976,77.6938015,"Someshwara Layout Road, Kasavanahalli, Chikkakanneli, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India"
Channasandra Layout,12.9847239,77.751479,"Saiharmony Solutions India, Whitefield Road, Maithri Layout, Kadugodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India"
HAL 3rd Stage,12.9715338,77.6497819,"HAL 3rd Stage, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India"
Doctors Layout,13.0053365,77.6581854,"Doctors Layout, Kasturi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India"
Austin Town,12.9612736,77.6152935,"Austin Town, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India"
Bahubali Nagar,13.0450669,77.5492146,"Bahubali Nagar, Jalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560013, India"
Nandini Layout,13.0125961,77.5333145,"Nandini Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560096, India"
B Channasandra,13.0099152,77.6602721,"B Channasandra, Kasturi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India"
Dollars Colony,13.0413668,77.5678155,"Dollars Colony, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Arehalli,12.9084977,77.538512,"Arehalli, Dr. Vishnuvardhan Road, AGS Layout, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
Cambridge  road,12.9728625,77.6267201,"Cambridge Road, Keshavaraj Layout, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560007, India"
Hennur Gardens,13.0376905,77.6432902,"Hennur Gardens, Hennur, HBR Layout, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
