location,latitude,longitude,address
Thyagaraja Nagar,12.931392,77.5683011,"Thyagaraja Nagar, Devagiri Temple Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560004, India"
SRINIVASAPURA,13.1062092,77.6239014,"Srinivasapura, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Cambridge Layout,13.0076481,77.7258907,"Cambridge Layout, Hoodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Doddakannelli,12.9115184,77.6934108,"Doddakannelli Lake, Doddakannalli, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
"Thanisandra Main Road,",13.0851918,77.6349122,"Thanisandra Main Road, Kogilu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India"
Jayanagar,12.9292731,77.5824229,"Jayanagar, Tilak Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560011, India"
Amruthnagar,13.0569904,77.5981092,"Amruthnagar, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560092, India"
Palace Guttahalli,12.999489,77.5843469,"Palace Guttahalli, Sankey Road, Lower Palace Orchard, Guttahalli, Rajamahal, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560006, India"
Akshya Nagar,13.0694057,77.5451149,"Akshya Complex, Yelahanka Road, Kuvempu Nagar 1st Stage, Kammagondanahalli, Kuvempunagara, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560014, India"
BCC Layout,12.955703,77.5313329,"BCC Layout, Attigupe, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India"
Mathikere,13.0333587,77.5581786,"Mathikere, Brundavana Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560054, India"
Friends Colony,12.926326,77.6171749,"Friends Travels, Hosur Road, Sidhartha Colony, Kormangala West, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India"
Sri Balaji Krupa Layout,12.8732692,77.6460654,"Sri Balaji Krupa Layout Phase-2, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Bidadi,12.7988507,77.3869947,"Bidadi, Ramanagara taluk, Bengaluru South, Karnataka, 562109, India"
Sampige Layout,12.9764697,77.528243,"Sampige Layout, Pattegar Palya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India"
Virgonagar,13.0537687,77.7173308,"M/s. East Point Hospital Blood Bank Virgonagar, Hirandahalli Main Road, Bidarahalli, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
Rajiv Gandhi Nagar,13.0529919,77.5842533,"Rajiv Gandhi Nagar, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Sector 4 HSR Layout,12.9145663,77.6446063,"State Bank of India, 19th Main Road, Sector 4, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India"
Dinnur,13.0268586,77.5985884,"Dinnur, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Vyalikaval,13.0042636,77.5751704,"Vyalikaval, Kodandarampura, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India"
"Banaswadi,",13.0141618,77.6518539,"Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
HAL 2nd Stage,12.9689409,77.6437106,"HAL 2nd Stage, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India"
Tippenahalli,13.0368275,77.4882249,"Tippenahalli Main Road, Andrahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India"
Prestige Sunrise,12.8334817,77.6631176,"Prestige Sunrise Park, Gollahalli, Anekal, Bengaluru Urban, Karnataka, India"
Srigandada Kaval,12.9851531,77.5032883,"Srigandada Kaval, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Shanthi Layout,13.0162427,77.6832961,"Shanthi Layout, Shanthi Layout Main road, ITI Colony, T.C Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India"
Keerthi Layout,12.7963302,77.7101094,"Keerthi Layout, Chandapura, Tirumagondahalli, Anekal, Bengaluru Urban, Karnataka, 562145, India"
Shikaripalya,12.8359685,77.6571728,"Shikaripalya, BMTC ELC Bus Stand Road, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India"
Hagadur,12.9649204,77.7558746,"Hagadur Road, Ramagondanahalli, Whitefield, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Soundarya Layout,13.066906,77.4967968,"Soundarya Layout, Bagalagunte, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India"
"Banashankari 6th Stage ,Subramanyapura",12.8933259,77.5219378,"Banashankari 6th Stage - 2nd Block, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Pattanagere,12.9200602,77.506701,"Pattanagere, Mylasandra, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
Dollars Layout,12.9040098,77.5955558,"Dollars Colony, JP Nagar 4th Phase, JP Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India"
Kurubarahalli,13.0008414,77.5359036,"Kurubarahalli Main Road, Modi Hospital Main Road, Kirloskar Colony, Kurubara Halli, Raja Mayura Varma Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India"
Bhuvaneswari Nagar,13.0547459,77.6024403,"Bhuvaneswari Nagar Park, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Varanasi,13.0304962,77.6860657,"Varanasi, Byrathi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India"
Gopal Reddy Layout,12.9690025,77.6934988,"Gopal Dhaba, 3rd Cross Road, Shamanna Reddy Layout, Doddanekundi, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India"
T c palya,13.0160374,77.6910921,"T.C Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Virat Nagar,12.9036108,77.6208615,"Virat Nagar Park, Hongasandra, Bommanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Jp nagar 8th Phase .,12.9066501,77.5947961,"VMware Software India Pvt. Ltd., 8th Main Road, JP Nagar 3rd Phase, Shakambarinagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India"
Kanakapura Road,12.8913224,77.5652429,"Kanakapura Road, Vasanthapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560111, India"
Green Domain Layout,12.9728468,77.7148942,"Green Domain Layout, EPIP Zone, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Cleveland Town,12.9940417,77.6116055,"Cleveland Town, Pulakeshi Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India"
Syndicate Bank Colony,12.9798772,77.5286425,"Syndicate Bank Colony, Pattegar Palya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India"
"Off Sarjapur road,",12.9098432,77.6878366,"HP Petrol Pump, 12, Doddakannelli Varthur Hobli, 83, Off Sarjapur Road, Kaikondrahalli, Sarjapur Road, Ambalipura, Haralur, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560035, India"
M C Layout,12.9730957,77.5353937,"M C Layout, Dr. Vishnuvardhan Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India"
Nanjappa Layout,13.0682587,77.5566819,"Nanjappa Layout, BEL Layout, Vidyaranyapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
BEL Layout,13.0729675,77.554357,"BEL Layout, Vidyaranyapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India"
Jyothi Nagar,12.8641456,77.5817188,"Jyothi Nagar, Kothnur, Kothanur, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
Tata Nagar,12.9358121,77.5150011,"Tata Motors, Mysore Road, Ideal Homes Layout, Rajarajeshwari Nagar, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
RK Layout 2nd Stage,13.0274554,77.5772913,"Old Madras Baking Company, 80 Feet Road, RMV 2nd Stage 2nd Block, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India"
Raghuvanahalli,13.0850111,77.7600477,"Raghuvanahalli, Bangalore East, Bengaluru Urban, Karnataka, India"
MCECHS  layout,13.0725802,77.6152451,"MCECHS Layout, Arkavathy Layout, Jakkur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Geddalahalli,13.0367681,77.5675668,"Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Brindavan Nagar,12.9741269,77.6086454,"Brindavan Hotel, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Palace Road,12.9839065,77.5877099,"Palace Road, Fair Field Layout, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Domlur Layout,12.9644251,77.6349677,"Domlur BDA Layout, Domlur, Domluru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560071, India"
Vijaya Bank Layout,12.8822364,77.6138592,"Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Wilson Garden,12.9489339,77.5968273,"Wilson Garden, Hombegowda Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India"
Challaghatta,12.9451006,77.651534,"Challaghatta, Yamalur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Indira Nagar 3rd Stage,12.9768429,77.6465919,"State Bank of India, 80 Feet Road, Old Thippasandra, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India"
Vishwanatha Nagenahalli,13.036775,77.6036324,"Vishwanatha Nagenahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
KR Garden,12.9549208,77.6565969,"KR Garden, Murugeshpalaya, Konena Agrahara, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Kanakadasa Layout,12.9823009,77.5896603,"Kanakadasa, Devaraj Urs Road, Fair Field Layout, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Mallathahalli,12.969649,77.5023618,"Mallathahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Jayamahal Extension,13.0011064,77.5969579,"Jayamahal Extension, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India"
Sahyadri Layout,12.9064193,77.5633803,"Sahyadri Coffee and spices, 14th Main Road, Kumaraswamy Layout 1st Stage, ISRO Layout, Kane Muneshwara Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560111, India"
Mathikere SBM colony,13.0372442,77.5566011,"T M House, No 28, 2nd Cross, SBM Colony, Brindavannagar, Mathikere, 8th Main Road, Mathikere, Brundavana Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560054, India"
Bagalur,13.0079918,77.6184726,"New Bagalur Layout, Richards Town, Sagayapuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560084, India"
P Krishnappa Layout,12.9070818,77.6929357,"Krishnappa Layout, Doddakannalli, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Crimson Layout,12.9799554,77.7109706,"Crimson, Seetharampalya Road, Channama Layout, EPIP Zone, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India"
Hanumantha Nagar,12.940641,77.5635429,"Hanumantha Nagar, Hanumanthanagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560019, India"
Lavelle Road,12.9722287,77.5986661,"Lavelle Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Goraguntepalya,13.0269315,77.54409,"Goraguntepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India"
Rajankunte,13.1742808,77.5650091,"Rajankunte Railway Flyover, Addhiganahalli, Rajanakunte, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
MLA Layout,13.0179119,77.5906795,"MLA Layout, Gangenahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India"
Koramangala Industrial Layout,12.9332863,77.6147149,"Gillys 104 Bar, 70, Jyoti Nivas College Rd, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560034, Jyoti Nivas College Road, Kormangala West, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India"
Kyalasanahalli,13.0564575,77.6591321,"Kyalasanahalli, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India"
Nagadevanahalli,12.939922,77.4913207,"Nagadevanahalli, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Madiwala,12.9218931,77.6177348,"Madiwala, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Rajarajeshwari Nagara,12.9193976,77.5180364,"Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
Celebrity Paradise Layout,12.8481732,77.6531976,"Anil's Memorial Club Celebrity Paradise Layout, 1st Cross Road, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560100, India"
St Thomas Town,13.0065573,77.6224071,"St. Thomas Town, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560084, India"
Kamala Nagar,12.9450536,77.5586486,"Kamala Nursing Home, Bengaluru Urban, Ramanjaneya Road, T.R Shamanna Nagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560019, India"
Marenahalli,12.9182594,77.5916651,"Marenahalli, Jayanagar 9th Block, Pattabhirama Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560041, India"
Nagawara Junction,13.0454631,77.626723,"Jammals, Survey No. 132P, 133P, & 134P, Nagawara Junction, Thanisandra Main Road, Fatima Layout, Kempapura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560077, India"
Maithri Layout,12.9848621,77.7559192,"Maithri Layout, Kadugodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India"
Nanjappa Garden,13.0234077,77.6504121,"Nanjappa Garden, Babusab Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India"
Geetanjali Layout,12.9767102,77.6547468,"Geetanjali Layout, 1st Main Road, New Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India"
Kalhalli,12.8803569,77.7708542,"V Kalhalli Road, Valagere Kallahalli, Anekal, Bengaluru Urban, Karnataka, 562125, India"
Hadosiddapura,12.8964727,77.7014674,"Little Millennium, Hadosiddapura, 7th Cross Road, Hadosiddapura, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India"
Vijaya Bank Colony,12.8934265,77.6097166,"Vijaya Bank Colony, Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Lakkasandra,12.9381829,77.6002563,"Lakkasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
"JP Nagar 8th Phase,",12.9104062,77.5951099,"State Bank of India, 8th Main, KSRTC Layout, JP Nagar 2nd Phase, JP Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India"
Kachanayakanahalli,12.7990299,77.6830517,"Icon Honey Pool Apartments, Kachanayakanahalli, Hennagara Main road, Bommasandra Industrial Estate, Kachanayakanahalli, Bengaluru, Anekal, Bengaluru Urban, Karnataka, 560100, India"
6th block Koramangala,12.9408685,77.617338,"Koramangala 8th Block, Adugodi, A Adugodi, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
"JP nagar 9th Phase,",12.8681419,77.5628221,"JP Nagar 9th Phase, Thippasandra, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Vignana Nagar,13.0705989,77.5867134,"Gandhi Vignana Kendra Road, Rajiv Gandhi Nagar, Thindlu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560065, India"
Canara Bank Colony,12.9311905,77.5908939,"Canara Bank Colony, Jayanagar 3 East Block, Tilak Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560011, India"
Hanumagiri,12.9180648,77.5363702,"Hanumagiri Hill, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560085, India"
Seshadripuram,12.9946631,77.5747183,"Seshadripuram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Chikkathoguru,12.8638459,77.653398,"Chikkathoguru, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560500, India"
Anand nagar,13.0346991,77.5944561,"Anand Nagar, Hebbal, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India"
West of Chord Road,12.9974416,77.550126,"State Bank of India, Chord Road, West of Chord Road 2nd Stage, Basaveshwaranagar, Manjunath Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India"
Junnasandra,12.9064203,77.6835161,"Junnasandra, Doddakannalli, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India"
Handenahalli,12.8259815,77.7673455,"Handenahalli, Anekal, Bengaluru Urban, Karnataka, 562125, India"
manyata tech park,13.0482891,77.6211004,"Manyata Tech Park, Kempapura, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Sarvabhouma Nagar,12.9124073,77.5466561,"Sarvabhouma Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
SMV layout,12.8819431,77.6728073,"Sir M. Visvesvaraya Layout, Naganathapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560035, India"
"Near Electronic City,",12.9984475,77.5423888,"Next Electronic Shop, Modi Hospital Main Road, Indiranagar, Basaveshwara Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India"
Banashankari stage 2,12.9278968,77.5622171,"SBI ATM, 30th Main Road, Banashankari 2nd Stage, Ganesh Mandira Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India"
Chikkadunnasandra,12.8501962,77.7742942,"Chikkadunnasandra, Sarjapura, Anekal, Bengaluru Urban, Karnataka, 562125, India"
New Thippasandra,12.9761264,77.660815,"New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Gattigere,12.9202077,77.5255006,"Gattigere Extension, Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
Kannur,13.1014045,77.6356543,"Kannur Main Road, Kogilu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India"
Sampangi Rama Nagar,12.9666076,77.5925094,"Sampangi Rama Nagar Vegetables Market, 6th Cross Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India"
BEML Layout 5th stage,12.9083587,77.5209058,"BEML Layout 5th Stage, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
Pragathi Nagar,12.9966313,77.671863,"Pragathi Piles Hospital, 4th Cross Road, Udaya Nagar, A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India"
Ramesh Nagar,12.9633466,77.6800333,"Ramesh Nagar, Vibhootipura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India"
Rajarajeshwari nagar,12.9274413,77.5155224,"Rajarajeshwari Nagar, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
Rajarajeshwarinagar,12.9061275,77.519558,"BMTC Depot 21 (Rajarajeshwarinagar), Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Vimanapura,12.96218,77.6635462,"Vimanapura, Jagadish Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India"
Dodsworth Layout,12.9707633,77.7440476,"Dodsworth Enclave, Whitefield, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India"
Vasantapura main road,12.8876583,77.5507012,"Bank of India, Kuvempu Nagara Main Road, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
CQAL Layout,13.0636348,77.5832498,"CQAL Layout, Kodigehalli, Byatarayanapura, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560092, India"
Lake City,12.8997376,77.6173368,"Lake City, Kodi Chikkanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Lakshmipura,13.0875111,77.5314071,"Lakshmipura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Maruthi Extension,12.9976424,77.5631012,"Maruthi Extension, Kuvempu Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India"
S R Layout,12.9558857,77.6512156,"N R Layout, Jeevan Bhimanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Shirdi Sai Nagar,12.969801,77.6303775,"Shirdi Sai Baba Temple, Sai Baba Mandira Road, Someshwarapura, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India"
"JP Nagar 7th Phase,",12.9118423,77.5870665,"JP Nagar Post Office, 7th Cross Road, KSRTC Layout, JP Nagar 2nd Phase, Marenahalli South, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560067, India"
J C Nagar,13.006983,77.5928253,"J C Nagar Post Office, Jayamahal Road, Jaya Chamarajendra Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India"
Doddakammanahalli,12.8509089,77.5986785,"Doddakammanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Medi Agrahara,13.1029398,77.52051,"Medi Agrahara Lake, Sector 9, Dr. Shivaram Karanth Layout, Kalathammanahalli, Kasaghattapura, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
whitefiled,13.0318443,77.7618779,"Sobha Amethyst & Adamus, Off Whitefiled Hoskote Main Road, Kannamangala, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India"
Richards Town,13.0042369,77.6170601,"Richards Town, Sagayapuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India"
Manorayana Palya,13.0296633,77.6061427,"Manorayana Palya Main Road, Sulthanpalya, Manorayanapalya, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India"
Attur Layout,13.0994536,77.5680336,"Attur Layout, Atturu, Attur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
A Narayanapura,12.9959732,77.678136,"A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, India"
Glass Factory Layout,12.876373,77.5670619,"Glass Factory, Amruth Nagar Main Road, Brookes Haven Layout, Konanakunte, Harinagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Milk Colony,13.0093324,77.5583026,"Milk Colony, Subrahmanya Nagar, Subramanyanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560055, India"
Chikkakannalli,12.893703,77.7081315,"DS Max Sprinkles, Sarjapur Main Rd, Hadosiddapura, Chikkakannalli, Kodati, Kodathi, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India"
Thanisandra main road,13.0441254,77.626247,"Thanisandra Main Road, Telecom Layout 10th Block, Nagavara, Hennur, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560045, India"
Saptagiri Layout,12.8451256,77.6457413,"Saptagiri Layout Main Road, Vittasandra, Bangalore South, Bengaluru Urban, Karnataka, 560100, India"
Doddabanahalli,13.0156059,77.744183,"Doddabanahalli, Bangalore East, Bengaluru Urban, Karnataka, India"
D Group Employees Layout,12.9777008,77.4987763,"D Group Employees Layout, Mallathahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India"
"Whitefield,",12.9957428,77.7579489,"Whitefield (Kadugodi), SH35, Belathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India"
